통계표,계정항목,구분코드,단위,변환,2000/01,2000/02,2000/03,2000/04,2000/05,2000/06,2000/07,2000/08,2000/09,2000/10,2000/11,2000/12,2001/01,2001/02,2001/03,2001/04,2001/05,2001/06,2001/07,2001/08,2001/09,2001/10,2001/11,2001/12,2002/01,2002/02,2002/03,2002/04,2002/05,2002/06,2002/07,2002/08,2002/09,2002/10,2002/11,2002/12,2003/01,2003/02,2003/03,2003/04,2003/05,2003/06,2003/07,2003/08,2003/09,2003/10,2003/11,2003/12,2004/01,2004/02,2004/03,2004/04,2004/05,2004/06,2004/07,2004/08,2004/09,2004/10,2004/11,2004/12,2005/01,2005/02,2005/03,2005/04,2005/05,2005/06,2005/07,2005/08,2005/09,2005/10,2005/11,2005/12,2006/01,2006/02,2006/03,2006/04,2006/05,2006/06,2006/07,2006/08,2006/09,2006/10,2006/11,2006/12,2007/01,2007/02,2007/03,2007/04,2007/05,2007/06,2007/07,2007/08,2007/09,2007/10,2007/11,2007/12,2008/01,2008/02,2008/03,2008/04,2008/05,2008/06,2008/07,2008/08,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06
"8.1.4. 전산업생산지수(농림어업제외)","전산업생산지수(농림어업 제외)","계절조정","2020=100","원자료","52.5","52.6","53.6","53.4","54.9","55.1","55.7","55.4","54.9","54.9","54.4","53.5","54.7","55.0","55.0","56.0","56.8","56.4","56.1","57.3","57.6","57.9","58.4","57.2","59.4","59.9","60.6","61.3","61.2","61.1","62.4","61.5","62.0","62.2","62.4","62.1","62.3","61.7","62.3","62.4","62.4","63.3","62.8","63.6","63.6","64.2","64.2","64.2","64.9","65.6","65.2","65.8","65.7","64.9","64.8","65.0","65.6","65.4","65.3","64.8","66.9","66.4","67.6","67.2","67.3","67.7","68.0","68.4","68.6","69.2","70.8","69.6","70.8","70.5","71.0","71.7","72.0","70.5","69.2","72.7","73.0","74.9","74.6","73.2","73.6","75.6","74.2","75.0","75.5","75.4","76.5","78.1","76.6","79.0","78.9","79.0","79.8","79.7","79.3","79.9","79.7","78.0","79.2","79.4","78.6","78.4","75.1","71.8","73.7","76.2","75.9","78.6","77.9","79.8","79.8","80.2","82.6","81.1","81.4","82.3","81.9","84.2","84.6","84.1","85.4","85.4","84.7","84.3","84.2","84.8","85.1","86.1","88.2","84.7","87.8","86.8","87.1","88.0","87.3","87.8","87.7","88.6","87.5","86.9","87.5","89.7","88.4","88.2","89.3","88.2","88.7","87.7","88.5","88.7","89.2","89.1","89.7","90.5","89.0","90.3","90.1","89.6","89.5","90.3","89.6","91.1","90.7","90.2","92.0","91.5","91.6","91.8","90.8","91.9","92.3","91.4","90.5","91.4","91.3","91.5","91.5","92.8","92.1","92.9","91.6","92.2","92.4","93.8","95.0","94.3","93.9","94.6","93.5","94.6","95.2","94.8","96.0","96.4","95.9","96.3","96.4","95.8","97.4","97.3","97.7","97.9","99.0","98.1","98.4","98.1","98.4","98.7","100.4","98.5","99.3","98.7","99.6","100.2","99.0","100.6","100.6","100.3","101.1","101.1","100.3","101.1","99.8","99.2","100.7","98.0","99.2","101.0","101.0","99.8","101.8","101.8","101.7","102.0","101.9","103.1","103.4","100.4","98.6","97.2","95.9","98.6","99.8","99.6","101.4","101.3","102.2","101.5","101.6","103.7","104.5","104.1","104.2","105.0","105.2","105.1","106.3","106.7","108.0","109.6","110.0","108.2","110.0","110.7","110.7","111.2","111.9","111.0","110.9","110.1","111.0","109.5","108.7","110.6","111.6","110.1","111.9","111.9","111.1","112.6","114.0","112.8","113.5","113.1","113.3","114.6","112.7","114.1","113.3","113.1","112.4","113.5","113.2","113.8","112.4","114.4","112.6","113.4","114.6","113.8","112.5","113.8"
