REF_AREA,TIME_PERIOD,OBS_VALUE
G7,Jan-70,99.46693
G7,Feb-70,99.27049
G7,Mar-70,99.07462
G7,Apr-70,98.88595
G7,May-70,98.72053
G7,Jun-70,98.58575
G7,Jul-70,98.46992
G7,Aug-70,98.37519
G7,Sep-70,98.3163
G7,Oct-70,98.313
G7,Nov-70,98.38722
G7,Dec-70,98.53283
G7,Jan-71,98.7097
G7,Feb-71,98.88168
G7,Mar-71,99.02689
G7,Apr-71,99.14277
G7,May-71,99.23117
G7,Jun-71,99.2997
G7,Jul-71,99.3644
G7,Aug-71,99.43438
G7,Sep-71,99.53851
G7,Oct-71,99.70581
G7,Nov-71,99.95039
G7,Dec-71,100.2678
G7,Jan-72,100.6196
G7,Feb-72,100.9734
G7,Mar-72,101.3131
G7,Apr-72,101.6299
G7,May-72,101.9181
G7,Jun-72,102.1805
G7,Jul-72,102.4394
G7,Aug-72,102.7183
G7,Sep-72,103.0111
G7,Oct-72,103.3012
G7,Nov-72,103.5604
G7,Dec-72,103.755
G7,Jan-73,103.8584
G7,Feb-73,103.8295
G7,Mar-73,103.7073
G7,Apr-73,103.5024
G7,May-73,103.2414
G7,Jun-73,102.9514
G7,Jul-73,102.6511
G7,Aug-73,102.3514
G7,Sep-73,102.0461
G7,Oct-73,101.7279
G7,Nov-73,101.3768
G7,Dec-73,100.9998
G7,Jan-74,100.6199
G7,Feb-74,100.2357
G7,Mar-74,99.83118
G7,Apr-74,99.39637
G7,May-74,98.92637
G7,Jun-74,98.41748
G7,Jul-74,97.87038
G7,Aug-74,97.29259
G7,Sep-74,96.71087
G7,Oct-74,96.17944
G7,Nov-74,95.75781
G7,Dec-74,95.49945
G7,Jan-75,95.43892
G7,Feb-75,95.5604
G7,Mar-75,95.82674
G7,Apr-75,96.20387
G7,May-75,96.65214
G7,Jun-75,97.13982
G7,Jul-75,97.64299
G7,Aug-75,98.14688
G7,Sep-75,98.6484
G7,Oct-75,99.1305
G7,Nov-75,99.5861
G7,Dec-75,100.0063
G7,Jan-76,100.3693
G7,Feb-76,100.654
G7,Mar-76,100.8538
G7,Apr-76,100.9769
G7,May-76,101.0275
G7,Jun-76,101.0157
G7,Jul-76,100.9576
G7,Aug-76,100.8677
G7,Sep-76,100.7714
G7,Oct-76,100.694
G7,Nov-76,100.6498
G7,Dec-76,100.6278
G7,Jan-77,100.6106
G7,Feb-77,100.586
G7,Mar-77,100.5462
G7,Apr-77,100.4917
G7,May-77,100.4371
G7,Jun-77,100.3922
G7,Jul-77,100.3723
G7,Aug-77,100.3816
G7,Sep-77,100.4179
G7,Oct-77,100.4753
G7,Nov-77,100.5441
G7,Dec-77,100.6266
G7,Jan-78,100.7275
G7,Feb-78,100.8482
G7,Mar-78,101.008
G7,Apr-78,101.1998
G7,May-78,101.4061
G7,Jun-78,101.6117
G7,Jul-78,101.7998
G7,Aug-78,101.9492
G7,Sep-78,102.0488
G7,Oct-78,102.0858
G7,Nov-78,102.0758
G7,Dec-78,102.0486
G7,Jan-79,102.0289
G7,Feb-79,102.0197
G7,Mar-79,101.9988
G7,Apr-79,101.9378
G7,May-79,101.8259
G7,Jun-79,101.6606
G7,Jul-79,101.4542
G7,Aug-79,101.2233
G7,Sep-79,100.9725
G7,Oct-79,100.6992
G7,Nov-79,100.4027
G7,Dec-79,100.0889
G7,Jan-80,99.76022
G7,Feb-80,99.40653
G7,Mar-80,99.04985
G7,Apr-80,98.75555
G7,May-80,98.58787
G7,Jun-80,98.57935
G7,Jul-80,98.70068
G7,Aug-80,98.89333
G7,Sep-80,99.09975
G7,Oct-80,99.265
G7,Nov-80,99.36922
G7,Dec-80,99.42339
G7,Jan-81,99.44671
G7,Feb-81,99.4575
G7,Mar-81,99.45924
G7,Apr-81,99.4304
G7,May-81,99.34927
G7,Jun-81,99.2291
G7,Jul-81,99.09756
G7,Aug-81,98.96399
G7,Sep-81,98.82703
G7,Oct-81,98.69091
G7,Nov-81,98.55883
G7,Dec-81,98.4352
G7,Jan-82,98.31297
G7,Feb-82,98.18256
G7,Mar-82,98.04813
G7,Apr-82,97.91807
G7,May-82,97.80662
G7,Jun-82,97.7271
G7,Jul-82,97.69093
G7,Aug-82,97.71172
G7,Sep-82,97.80225
G7,Oct-82,97.96364
G7,Nov-82,98.1911
G7,Dec-82,98.47697
G7,Jan-83,98.80556
G7,Feb-83,99.14807
G7,Mar-83,99.49973
G7,Apr-83,99.84295
G7,May-83,100.1629
G7,Jun-83,100.4492
G7,Jul-83,100.6866
G7,Aug-83,100.8744
G7,Sep-83,101.0166
G7,Oct-83,101.1213
G7,Nov-83,101.1875
G7,Dec-83,101.2065
G7,Jan-84,101.1752
G7,Feb-84,101.0929
G7,Mar-84,100.9614
G7,Apr-84,100.7896
G7,May-84,100.5951
G7,Jun-84,100.3947
G7,Jul-84,100.2153
G7,Aug-84,100.0675
G7,Sep-84,99.95226
G7,Oct-84,99.87816
G7,Nov-84,99.84805
G7,Dec-84,99.8544
G7,Jan-85,99.88152
G7,Feb-85,99.89865
G7,Mar-85,99.9069
G7,Apr-85,99.90064
G7,May-85,99.87555
G7,Jun-85,99.83518
G7,Jul-85,99.78568
G7,Aug-85,99.74222
G7,Sep-85,99.71358
G7,Oct-85,99.70039
G7,Nov-85,99.69823
G7,Dec-85,99.70739
G7,Jan-86,99.72382
G7,Feb-86,99.74436
G7,Mar-86,99.76701
G7,Apr-86,99.79088
G7,May-86,99.80746
G7,Jun-86,99.81222
G7,Jul-86,99.80373
G7,Aug-86,99.78799
G7,Sep-86,99.77043
G7,Oct-86,99.76006
G7,Nov-86,99.77686
G7,Dec-86,99.84571
G7,Jan-87,99.97697
G7,Feb-87,100.1514
G7,Mar-87,100.3539
G7,Apr-87,100.5638
G7,May-87,100.7596
G7,Jun-87,100.9207
G7,Jul-87,101.0224
G7,Aug-87,101.0493
G7,Sep-87,101.0053
G7,Oct-87,100.9088
G7,Nov-87,100.7988
G7,Dec-87,100.7152
G7,Jan-88,100.6759
G7,Feb-88,100.6798
G7,Mar-88,100.7185
G7,Apr-88,100.7843
G7,May-88,100.8668
G7,Jun-88,100.9442
G7,Jul-88,100.9985
G7,Aug-88,101.0316
G7,Sep-88,101.0474
G7,Oct-88,101.0543
G7,Nov-88,101.0585
G7,Dec-88,101.0517
G7,Jan-89,101.0211
G7,Feb-89,100.9598
G7,Mar-89,100.8707
G7,Apr-89,100.7656
G7,May-89,100.6597
G7,Jun-89,100.5728
G7,Jul-89,100.5132
G7,Aug-89,100.4796
G7,Sep-89,100.4628
G7,Oct-89,100.4593
G7,Nov-89,100.4726
G7,Dec-89,100.4984
G7,Jan-90,100.5269
G7,Feb-90,100.548
G7,Mar-90,100.552
G7,Apr-90,100.5177
G7,May-90,100.4274
G7,Jun-90,100.2633
G7,Jul-90,100.0242
G7,Aug-90,99.7211
G7,Sep-90,99.38805
G7,Oct-90,99.06516
G7,Nov-90,98.79536
G7,Dec-90,98.61398
G7,Jan-91,98.53076
G7,Feb-91,98.55178
G7,Mar-91,98.66117
G7,Apr-91,98.82453
G7,May-91,99.00445
G7,Jun-91,99.17111
G7,Jul-91,99.29795
G7,Aug-91,99.36559
G7,Sep-91,99.37628
G7,Oct-91,99.34118
G7,Nov-91,99.28616
G7,Dec-91,99.24225
G7,Jan-92,99.23428
G7,Feb-92,99.25628
G7,Mar-92,99.2906
G7,Apr-92,99.30482
G7,May-92,99.27087
G7,Jun-92,99.17937
G7,Jul-92,99.04367
G7,Aug-92,98.89145
G7,Sep-92,98.75841
G7,Oct-92,98.66999
G7,Nov-92,98.6297
G7,Dec-92,98.62093
G7,Jan-93,98.62199
G7,Feb-93,98.62358
G7,Mar-93,98.62258
G7,Apr-93,98.6209
G7,May-93,98.61974
G7,Jun-93,98.63271
G7,Jul-93,98.6789
G7,Aug-93,98.77221
G7,Sep-93,98.90882
G7,Oct-93,99.08643
G7,Nov-93,99.29973
G7,Dec-93,99.54774
G7,Jan-94,99.81594
G7,Feb-94,100.0829
G7,Mar-94,100.3359
G7,Apr-94,100.563
G7,May-94,100.7544
G7,Jun-94,100.9064
G7,Jul-94,101.0186
G7,Aug-94,101.098
G7,Sep-94,101.1358
G7,Oct-94,101.1303
G7,Nov-94,101.0708
G7,Dec-94,100.9504
G7,Jan-95,100.7712
G7,Feb-95,100.5405
G7,Mar-95,100.2871
G7,Apr-95,100.0499
G7,May-95,99.86006
G7,Jun-95,99.72096
G7,Jul-95,99.62743
G7,Aug-95,99.55923
G7,Sep-95,99.50027
G7,Oct-95,99.45316
G7,Nov-95,99.42255
G7,Dec-95,99.41265
G7,Jan-96,99.42773
G7,Feb-96,99.47381
G7,Mar-96,99.54668
G7,Apr-96,99.63513
G7,May-96,99.7216
G7,Jun-96,99.79491
G7,Jul-96,99.85082
G7,Aug-96,99.89381
G7,Sep-96,99.92883
G7,Oct-96,99.9574
G7,Nov-96,99.98451
G7,Dec-96,100.0213
G7,Jan-97,100.0779
G7,Feb-97,100.1577
G7,Mar-97,100.2491
G7,Apr-97,100.3486
G7,May-97,100.4459
G7,Jun-97,100.5314
G7,Jul-97,100.5943
G7,Aug-97,100.6245
G7,Sep-97,100.6249
G7,Oct-97,100.593
G7,Nov-97,100.535
G7,Dec-97,100.4615
G7,Jan-98,100.3826
G7,Feb-98,100.2978
G7,Mar-98,100.1926
G7,Apr-98,100.0584
G7,May-98,99.89502
G7,Jun-98,99.71032
G7,Jul-98,99.52489
G7,Aug-98,99.3616
G7,Sep-98,99.24909
G7,Oct-98,99.21432
G7,Nov-98,99.27141
G7,Dec-98,99.4017
G7,Jan-99,99.58607
G7,Feb-99,99.79334
G7,Mar-99,100.0005
G7,Apr-99,100.2007
G7,May-99,100.3929
G7,Jun-99,100.5709
G7,Jul-99,100.7282
G7,Aug-99,100.8648
G7,Sep-99,100.9867
G7,Oct-99,101.0994
G7,Nov-99,101.2061
G7,Dec-99,101.298
G7,Jan-00,101.3646
G7,Feb-00,101.3941
G7,Mar-00,101.3979
G7,Apr-00,101.3761
G7,May-00,101.3245
G7,Jun-00,101.2492
G7,Jul-00,101.1518
G7,Aug-00,101.0254
G7,Sep-00,100.8668
G7,Oct-00,100.6689
G7,Nov-00,100.4323
G7,Dec-00,100.1615
G7,Jan-01,99.88064
G7,Feb-01,99.62326
G7,Mar-01,99.40453
G7,Apr-01,99.22513
G7,May-01,99.07635
G7,Jun-01,98.92823
G7,Jul-01,98.77534
G7,Aug-01,98.62901
G7,Sep-01,98.51994
G7,Oct-01,98.49949
G7,Nov-01,98.58759
G7,Dec-01,98.7681
G7,Jan-02,98.99989
G7,Feb-02,99.23718
G7,Mar-02,99.43038
G7,Apr-02,99.53421
G7,May-02,99.52928
G7,Jun-02,99.41827
G7,Jul-02,99.23826
G7,Aug-02,99.0317
G7,Sep-02,98.82582
G7,Oct-02,98.64688
G7,Nov-02,98.5093
G7,Dec-02,98.40298
G7,Jan-03,98.32094
G7,Feb-03,98.27007
G7,Mar-03,98.27227
G7,Apr-03,98.34882
G7,May-03,98.49568
G7,Jun-03,98.69832
G7,Jul-03,98.94154
G7,Aug-03,99.21344
G7,Sep-03,99.50127
G7,Oct-03,99.78363
G7,Nov-03,100.0379
G7,Dec-03,100.2465
G7,Jan-04,100.4042
G7,Feb-04,100.5144
G7,Mar-04,100.5826
G7,Apr-04,100.6116
G7,May-04,100.6118
G7,Jun-04,100.5903
G7,Jul-04,100.5497
G7,Aug-04,100.4996
G7,Sep-04,100.4561
G7,Oct-04,100.4253
G7,Nov-04,100.4083
G7,Dec-04,100.3896
G7,Jan-05,100.3477
G7,Feb-05,100.2794
G7,Mar-05,100.1986
G7,Apr-05,100.1316
G7,May-05,100.1033
G7,Jun-05,100.1217
G7,Jul-05,100.1758
G7,Aug-05,100.2601
G7,Sep-05,100.3789
G7,Oct-05,100.5338
G7,Nov-05,100.7147
G7,Dec-05,100.8975
G7,Jan-06,101.0579
G7,Feb-06,101.1821
G7,Mar-06,101.2618
G7,Apr-06,101.2955
G7,May-06,101.2899
G7,Jun-06,101.2726
G7,Jul-06,101.267
G7,Aug-06,101.2943
G7,Sep-06,101.3634
G7,Oct-06,101.4622
G7,Nov-06,101.5795
G7,Dec-06,101.7039
G7,Jan-07,101.8196
G7,Feb-07,101.9253
G7,Mar-07,102.0172
G7,Apr-07,102.0864
G7,May-07,102.1184
G7,Jun-07,102.1028
G7,Jul-07,102.0368
G7,Aug-07,101.9323
G7,Sep-07,101.8167
G7,Oct-07,101.7029
G7,Nov-07,101.5863
G7,Dec-07,101.4698
G7,Jan-08,101.3453
G7,Feb-08,101.2009
G7,Mar-08,101.0258
G7,Apr-08,100.7969
G7,May-08,100.4811
G7,Jun-08,100.0501
G7,Jul-08,99.49113
G7,Aug-08,98.80618
G7,Sep-08,98.01517
G7,Oct-08,97.17775
G7,Nov-08,96.39036
G7,Dec-08,95.74369
G7,Jan-09,95.30009
G7,Feb-09,95.09614
G7,Mar-09,95.14558
G7,Apr-09,95.43342
G7,May-09,95.89566
G7,Jun-09,96.46288
G7,Jul-09,97.07188
G7,Aug-09,97.67421
G7,Sep-09,98.23621
G7,Oct-09,98.72994
G7,Nov-09,99.14937
G7,Dec-09,99.49902
G7,Jan-10,99.77876
G7,Feb-10,99.98295
G7,Mar-10,100.1237
G7,Apr-10,100.197
G7,May-10,100.2112
G7,Jun-10,100.1993
G7,Jul-10,100.2043
G7,Aug-10,100.2557
G7,Sep-10,100.3546
G7,Oct-10,100.4883
G7,Nov-10,100.6441
G7,Dec-10,100.7921
G7,Jan-11,100.9004
G7,Feb-11,100.942
G7,Mar-11,100.8983
G7,Apr-11,100.7731
G7,May-11,100.5788
G7,Jun-11,100.3321
G7,Jul-11,100.0627
G7,Aug-11,99.80841
G7,Sep-11,99.618
G7,Oct-11,99.5229
G7,Nov-11,99.51611
G7,Dec-11,99.56898
G7,Jan-12,99.63895
G7,Feb-12,99.68442
G7,Mar-12,99.68088
G7,Apr-12,99.62243
G7,May-12,99.524
G7,Jun-12,99.4117
G7,Jul-12,99.31895
G7,Aug-12,99.26334
G7,Sep-12,99.25441
G7,Oct-12,99.28505
G7,Nov-12,99.34989
G7,Dec-12,99.44944
G7,Jan-13,99.57709
G7,Feb-13,99.72099
G7,Mar-13,99.85908
G7,Apr-13,99.99841
G7,May-13,100.1446
G7,Jun-13,100.2849
G7,Jul-13,100.412
G7,Aug-13,100.5258
G7,Sep-13,100.6204
G7,Oct-13,100.6901
G7,Nov-13,100.739
G7,Dec-13,100.7602
G7,Jan-14,100.7582
G7,Feb-14,100.7515
G7,Mar-14,100.7442
G7,Apr-14,100.7229
G7,May-14,100.6836
G7,Jun-14,100.6317
G7,Jul-14,100.572
G7,Aug-14,100.5122
G7,Sep-14,100.4607
G7,Oct-14,100.4187
G7,Nov-14,100.389
G7,Dec-14,100.367
G7,Jan-15,100.3514
G7,Feb-15,100.3392
G7,Mar-15,100.3281
G7,Apr-15,100.3104
G7,May-15,100.2752
G7,Jun-15,100.2186
G7,Jul-15,100.1283
G7,Aug-15,100.0156
G7,Sep-15,99.89977
G7,Oct-15,99.79561
G7,Nov-15,99.69937
G7,Dec-15,99.60964
G7,Jan-16,99.53331
G7,Feb-16,99.47644
G7,Mar-16,99.4464
G7,Apr-16,99.43244
G7,May-16,99.42563
G7,Jun-16,99.4267
G7,Jul-16,99.44849
G7,Aug-16,99.50199
G7,Sep-16,99.59534
G7,Oct-16,99.71919
G7,Nov-16,99.85818
G7,Dec-16,99.99803
G7,Jan-17,100.1167
G7,Feb-17,100.2078
G7,Mar-17,100.2755
G7,Apr-17,100.3283
G7,May-17,100.3758
G7,Jun-17,100.4246
G7,Jul-17,100.4775
G7,Aug-17,100.5475
G7,Sep-17,100.6289
G7,Oct-17,100.7112
G7,Nov-17,100.7829
G7,Dec-17,100.8383
G7,Jan-18,100.875
G7,Feb-18,100.8947
G7,Mar-18,100.885
G7,Apr-18,100.8482
G7,May-18,100.7885
G7,Jun-18,100.7059
G7,Jul-18,100.6004
G7,Aug-18,100.4732
G7,Sep-18,100.3188
G7,Oct-18,100.1397
G7,Nov-18,99.94824
G7,Dec-18,99.75969
G7,Jan-19,99.59341
G7,Feb-19,99.46055
G7,Mar-19,99.35557
G7,Apr-19,99.2601
G7,May-19,99.16821
G7,Jun-19,99.07782
G7,Jul-19,98.99986
G7,Aug-19,98.9454
G7,Sep-19,98.93183
G7,Oct-19,98.95581
G7,Nov-19,99.00414
G7,Dec-19,99.05291
G7,Jan-20,99.07719
G7,Feb-20,99.06049
G7,Mar-20,96.97446
G7,Apr-20,92.32868
G7,May-20,94.12469
G7,Jun-20,96.56855
G7,Jul-20,98.05013
G7,Aug-20,98.60613
G7,Sep-20,98.83064
G7,Oct-20,99.0927
G7,Nov-20,99.39545
G7,Dec-20,99.81973
G7,Jan-21,100.1054
G7,Feb-21,100.4846
G7,Mar-21,100.9053
G7,Apr-21,101.2295
G7,May-21,101.4612
G7,Jun-21,101.6287
G7,Jul-21,101.6894
G7,Aug-21,101.6838
G7,Sep-21,101.6467
G7,Oct-21,101.5901
G7,Nov-21,101.5108
G7,Dec-21,101.3891
G7,Jan-22,101.2064
G7,Feb-22,100.9598
G7,Mar-22,100.6566
G7,Apr-22,100.3214
G7,May-22,99.96927
G7,Jun-22,99.63078
G7,Jul-22,99.3395
G7,Aug-22,99.11143
G7,Sep-22,98.94231
G7,Oct-22,98.83596
G7,Nov-22,98.78599
G7,Dec-22,98.7814
G7,Jan-23,98.80244
G7,Feb-23,98.82727
G7,Mar-23,98.84815
G7,Apr-23,98.87387
G7,May-23,98.90916
G7,Jun-23,98.95912
G7,Jul-23,99.0137
G7,Aug-23,99.06508
G7,Sep-23,99.11193
G7,Oct-23,99.15874
G7,Nov-23,99.22147
G7,Dec-23,99.30724
G7,Jan-24,99.41
G7,Feb-24,99.51878
G7,Mar-24,99.61591
G7,Apr-24,99.68773
G7,May-24,99.73909
G7,Jun-24,99.78041
G7,Jul-24,99.82786
G7,Aug-24,99.88943
G7,Sep-24,99.96838
G7,Oct-24,100.0569
G7,Nov-24,100.1464
G7,Dec-24,100.2229
G7,Jan-25,100.2765
G7,Feb-25,100.3081
G7,Mar-25,100.3243
G7,Apr-25,100.35
G7,May-25,100.4137
G7,Jun-25,100.5067
