date,PC1,PC2,PC3,growth_index
2003-02-01,1.9424989200638287,0.9454017685648307,-1.59728971507094,1.0165708138761305
2003-03-01,1.8418551569532025,1.5930291098467866,-1.5623515541982824,1.1258193033232973
2003-04-01,1.6512832958126835,2.7498545386067854,-1.3836095829773165,1.3305372469795622
2003-05-01,1.7339101748271397,2.3974635851243487,-1.4895417719388924,1.2740888033617137
2003-06-01,1.6990114122378148,2.6330156270132927,-1.4807959027350175,1.3141847392413009
2003-07-01,1.644037591486781,2.7179210914030887,-0.9533978626978269,1.3749848400349174
2003-08-01,1.9256598114817118,2.5019405407502626,-0.7955832645813928,1.4877263127778504
2003-09-01,2.049643524006873,2.3426399020069306,-1.2180172051080285,1.457979986732245
2003-10-01,2.192942612073745,2.2137036512131503,-1.088722977364991,1.5171143125184883
2003-11-01,2.1774370366139904,2.275141931437507,-1.1178166024086955,1.5202153901396755
2003-12-01,2.2509982453595554,1.8622499246902926,-1.3824930309296408,1.4239020360338799
2004-01-01,2.089723447685548,1.11634957531089,-1.5050871849968392,1.1452784219414656
2004-02-01,1.975225396956449,1.31511569237224,-1.4336502427519906,1.1438305516946106
2004-03-01,2.0165661658096123,1.4229798487226564,-1.140414703837102,1.229138267445017
2004-04-01,2.2371195329996754,1.2231708852356962,-1.0066542791027804,1.3113518941684337
2004-05-01,2.5046938390589606,1.0566872437318209,-0.7358451220152856,1.4435118860727896
2004-06-01,2.208919277011307,1.3121847810834453,-0.7824889229828483,1.3474898744153205
2004-07-01,2.165508809828784,1.221852560432979,-0.7570095914283321,1.3067423321953437
2004-08-01,2.0324028395685336,0.8131751192481382,-1.1098896867978305,1.094043142336919
2004-09-01,1.862215171207121,0.9795899592993654,-1.1785980909975717,1.0380378327223276
2004-10-01,1.8098314599384013,0.7679283574658723,-1.2159601353190732,0.9552460896711852
2004-11-01,1.850064047803672,1.3169680746466765,-1.1261785506565776,1.1200430663707477
2004-12-01,1.5321048407371847,1.388174128536908,-1.091680416240531,0.978706284856544
2005-01-01,2.063531724026187,1.369388895162619,-0.5144564780492126,1.3215708877943628
2005-02-01,1.9081252309943937,1.1474803445682071,-0.6998907133064536,1.1642617513076987
2005-03-01,1.9857761572369002,0.4866273700269935,-0.6054395364136348,1.0568369971030331
2005-04-01,2.138233036387867,0.35761190630648,-0.2449638905140377,1.150669291170571
2005-05-01,1.9366411476077678,0.49171510785332173,-0.5447793846572162,1.0407533577052632
2005-06-01,1.9273064388648264,0.5249336006404411,-0.5121054844192824,1.0482284524827585
2005-07-01,2.0731823367329727,0.25793633238756386,-0.18460463068294491,1.1011024566907595
2005-08-01,2.2040835440635385,0.16877442393505876,-0.20964395612654177,1.1434381264634161
2005-09-01,2.036746089386617,-0.07833768085051325,-0.5474066196195785,0.9541475115010248
2005-10-01,1.9892820001139253,-0.05894175096713641,-0.8219799290324504,0.8988387789988582
2005-11-01,2.1384243148425215,-0.14876298809355679,-0.8191843251097649,0.9539814472584967
2005-12-01,1.888909360572916,-0.2807836949593992,-0.78945792743342,0.7980638061316949
2006-01-01,1.9405440731889034,-0.4638922155025478,-0.8303698562017695,0.7750277429004097
2006-02-01,1.5024108899661137,-0.4585306208063676,-1.097545288836639,0.517014951434273
2006-03-01,1.556679623673667,-0.4264091631019647,-0.8773386169424661,0.5811856485096392
2006-04-01,1.5337115519131002,-0.583015384380352,-0.7246790897655333,0.5514387782909296
2006-05-01,1.5163978675313232,-0.796735652805586,-0.9511398189155867,0.46157165793400656
2006-06-01,1.226912707127188,-0.4296662275783885,-0.9822390295196575,0.3977207857119307
2006-07-01,1.0766738288807653,-0.6491969800629117,-1.2048742086981736,0.23880363677510388
2006-08-01,1.146282608633125,-0.7404476414306487,-1.4257745525447227,0.22377800817833698
2006-09-01,1.1897546873576137,-0.4808292198273373,-1.4231562901711658,0.309063689425904
2006-10-01,1.3164608966807654,-0.43800791904482855,-1.585283227607327,0.3633004237214173
2006-11-01,1.1420592200166944,-0.2447444585412214,-1.5110643856378776,0.3301759891681928
2006-12-01,0.6598373431503923,-0.40444852427020717,-1.4021409831058118,0.058563969353463585
2007-01-01,0.7360969341851689,-0.31346273717737316,-1.881974667886807,0.057304822054022986
2007-02-01,0.7627000811624153,-0.32285634215881726,-1.7065626609254145,0.09145566457444004
2007-03-01,0.7439063258118555,-0.3089170221096934,-1.511018219865909,0.11057961947175665
2007-04-01,0.8638118058254172,-0.47599923748765,-1.5289679811851449,0.12939271532724586
2007-05-01,1.067310562801499,-1.0221116718225827,-1.6254094194205277,0.08938689346399162
2007-06-01,1.1700056463994353,-1.031128978195163,-1.3144924275074934,0.18023461499925153
2007-07-01,1.1961747091136474,-1.1515308540747236,-1.4712959455487358,0.14422769641374564
2007-08-01,1.0959436673764282,-0.9621419358524023,-1.484353416846341,0.1368577881021483
2007-09-01,1.0521979988102996,-1.0619160739946671,-1.4265388856651475,0.09785877564698847
