date,PC1,PC2,PC3,growth_index
2003-02-01,1.5889061619825071,1.124677115223931,-1.6729524938973364,0.8700220570964043
2003-03-01,1.4962759963511083,1.7536175567358314,-1.6138492141006817,0.9856209547850204
2003-04-01,1.323946453538088,2.8776885614999532,-1.3980071507554905,1.2026247208063627
2003-05-01,1.411565796122293,2.53814766092699,-1.5302808883956258,1.146629904359388
2003-06-01,1.3449661286373864,2.7630256875523425,-1.4718898209375106,1.1757216911498465
2003-07-01,1.3602840907430311,2.8467018628080405,-0.9925625585254791,1.2642022830474806
2003-08-01,1.6068085703862447,2.6434372859289375,-0.822239388494323,1.3600229776687272
2003-09-01,1.6628698507079933,2.4943817640974917,-1.217332908398124,1.302058276960429
2003-10-01,1.7507603926923876,2.3747912151219177,-1.052389435888419,1.3376805981663806
2003-11-01,1.7329054829484418,2.435027415468734,-1.0772006370345033,1.3403914562502117
2003-12-01,1.7959750978451443,2.0359618904448977,-1.3554794485309052,1.2390124831225315
2004-01-01,1.6261807504469838,1.2903243267933238,-1.473910039306664,0.954637969535675
2004-02-01,1.5564875737791064,1.474552460100136,-1.4063877698511713,0.9732953531698278
2004-03-01,1.6335338229634544,1.5815056202759679,-1.133670791654859,1.0727818214025824
2004-04-01,1.821587115270491,1.395030557139409,-0.9951789452737781,1.1392072759037286
2004-05-01,2.1245891404226636,1.2422940995669993,-0.768166921090528,1.2831222368468977
2004-06-01,1.8564323968731247,1.4792911757740415,-0.8098398191840476,1.200821903787522
2004-07-01,1.8322928032392296,1.3857640060150502,-0.7945296582424302,1.1675000359234673
2004-08-01,1.7171916592854468,0.9737095625325624,-1.1573365086713172,0.9623054119295598
2004-09-01,1.5089069427609216,1.1249678661843525,-1.1689131735805247,0.8929000170525975
2004-10-01,1.4504811439392358,0.9113480386549303,-1.1969422509084955,0.8072274900716416
2004-11-01,1.5075889644250253,1.4505824462742638,-1.1040696929449294,0.980605032900748
2004-12-01,1.2472314847037744,1.5056072209270528,-1.088846193268382,0.8645401408482596
2005-01-01,1.7669757106212842,1.5066713729158274,-0.5178065075724325,1.1990051154337407
2005-02-01,1.6407003998457985,1.285877916089746,-0.7329118487742763,1.0538218804255473
2005-03-01,1.7336715164541456,0.6355512249736115,-0.659191990069385,0.9497854146900558
2005-04-01,1.9558709934791305,0.517524842623035,-0.3714870157327896,1.0690446326363656
2005-05-01,1.7450273587717242,0.6396429812239185,-0.6500057696779395,0.9576829486172541
2005-06-01,1.665806889319209,0.6619723800446448,-0.5336092645727916,0.9377626065733705
2005-07-01,1.8438716831585056,0.4038203496698654,-0.243408683087844,1.0005082936520524
2005-08-01,1.927040848650485,0.3235405489978039,-0.2421214492438865,1.0229046761945157
2005-09-01,1.806887929678786,0.07294800637150792,-0.6160478847311424,0.8535503444363853
2005-10-01,1.7163099200596146,0.08568406030293588,-0.8484466442890861,0.7817783845146654
2005-11-01,1.830242502380086,-0.004760004204197741,-0.8130804175127678,0.8214864558417599
