date,PC1,PC2,growth_index
2010-06-01,-3.2299216711589227,0.7327410331833277,-1.4909853308979626
2010-07-01,-2.9337263140703187,0.7923257941828656,-1.3238014960310365
2010-08-01,-2.832898399142378,0.8245268475901002,-1.264027512300815
2010-09-01,-2.710582067771461,1.1711013186372683,-1.117643979289901
2010-10-01,-2.677699409778914,1.1158498769300396,-1.113945362660115
2010-11-01,-2.9250776440224353,0.6928723012891745,-1.343228620349049
2010-12-01,-2.9957331018222955,0.8702845195153084,-1.3370766933454383
2011-01-01,-3.1583631776334173,1.3239906120760712,-1.3120224890525019
2011-02-01,-2.54968338877376,1.509123668784723,-0.9534019875505242
2011-03-01,-2.4693607585678046,2.1306081958122096,-0.7626527900832341
2011-04-01,-2.059225294995013,1.8740649166259513,-0.6126035575176608
2011-05-01,-1.9867347729059852,2.047622228794148,-0.5334981345560174
2011-06-01,-1.6485846017467727,1.8632115559699016,-0.4032736930529448
2011-07-01,-1.6923849808011127,2.2569544027242,-0.3312943478416128
2011-08-01,-1.5532305330651588,2.1575239978338456,-0.2833601754326607
2011-09-01,-1.53372570126373,1.8490380836134332,-0.34739826753367925
2011-10-01,-1.20929586774092,1.5325837206350825,-0.25597473934279286
2011-11-01,-0.9868138464817965,1.2646278237343391,-0.20551746993627973
2011-12-01,-0.9267609111551052,1.125141381367816,-0.20803093087463814
2012-01-01,-1.1830997200146214,1.2612934463946774,-0.30762418160370536
2012-02-01,-1.189767481206724,1.73817623320374,-0.19650824435023695
2012-03-01,-1.012806746000703,2.0017993008920993,-0.041848683393574115
2012-04-01,-0.9963084711124415,1.815015869316841,-0.07820300787407497
2012-05-01,-0.9003225899780152,1.7426979005171215,-0.04603572485629265
2012-06-01,-0.8898370986239182,1.1898917022669528,-0.17341967858889473
2012-07-01,-0.7552997094640111,1.274958650099104,-0.08354829362838379
2012-08-01,-0.4583773542874215,1.1687853427120134,0.04419218673273548
2012-09-01,-0.471242932109798,1.1897910649198733,0.04259810803935685
2012-10-01,-0.3820720939640439,1.098029722584719,0.0665773511241329
2012-11-01,-0.2505407016811061,0.8237790904176975,0.06858167562468143
2012-12-01,-0.18781274232763856,0.3670389874892817,-0.00876215957293422
2013-01-01,-0.40095490112251947,0.5839570341664658,-0.06665936602793382
2013-02-01,-0.7923896424737165,1.1754162726548807,-0.1266030652540477
2013-03-01,-0.6075041528826679,1.0615927482894474,-0.05852402936192597
2013-04-01,-0.4605603874533253,1.0844792847477727,0.022813409603506835
2013-05-01,-0.5755272283122567,1.1725766944816456,-0.015359643718701521
2013-06-01,-0.6935991481676386,0.9407668466922763,-0.13198370828620076
2013-07-01,-0.7122775733349398,0.9548374749696662,-0.13824382919489067
2013-08-01,-0.7895611618590537,0.5297803019003154,-0.28023856320000395
2013-09-01,-0.5305325352580632,0.8100287350801647,-0.07922892092891909
2013-10-01,-0.5591855547323116,0.8899139184462094,-0.07482702353535489
2013-11-01,-0.5283574501686549,0.8664328434100974,-0.06455687995565731
2013-12-01,-0.680824740414104,0.9031079141145509,-0.13443713439839677
2014-01-01,-0.7281173485857009,1.0603394629929679,-0.12107515346575726
2014-02-01,-0.4568689685523555,1.2004325091452774,0.05257299822226219
2014-03-01,-0.5798266143982046,1.0134926392225085,-0.055793943228380244
2014-04-01,-0.43321233198273934,1.1723283900168053,0.058031300485954396
2014-05-01,-0.4493626005198054,1.258108902585346,0.07030221412308274
2014-06-01,-0.36226938095060063,1.191678814135197,0.09929426986351494
2014-07-01,-0.17404395718538318,1.1784182857838272,0.19325443253271962
2014-08-01,-0.09246903809219968,0.839021413097036,0.15382606874924945
2014-09-01,-0.06718859357853878,0.6712174872959653,0.12656361338994032
2014-10-01,-0.11216049497848435,0.3612809282655406,0.028899754848589677
2014-11-01,-0.16146016056699583,0.15789001948089126,-0.04540321787652201
2014-12-01,-0.25084623908409526,-0.41115031583026623,-0.2282319845608431
2015-01-01,0.14247882635457854,-0.6255149764638216,-0.07672663021555602
2015-02-01,0.24768842797069995,-0.2928790586257429,0.057479561195787704
2015-03-01,-0.10043938039410596,-0.05244730323678726,-0.06443703018014621
2015-04-01,-0.10778072654239335,-0.026420941755122444,-0.061973917205492335
2015-05-01,-0.15268103058051746,-0.2608015411980975,-0.14145069576304242
2015-06-01,-0.04627603319799293,-0.7775700529188309,-0.21067232041905648
2015-07-01,0.18092771920367381,-1.0931700852377826,-0.16922322491198052
2015-08-01,0.10228925684403053,-1.0701626711589765,-0.2042827070734241
2015-09-01,0.17831513268459734,-1.0113008430286388,-0.1509049045565521
2015-10-01,0.36658559283969416,-0.924225277536538,-0.032818661912202785
2015-11-01,0.2351722893186561,-1.0430272944814778,-0.1291815369358909
2015-12-01,0.6018102657939197,-1.3687989670890461,-0.01821204369709689
2016-01-01,0.7417829016076557,-1.7566419211246502,-0.039138342608470766
2016-02-01,0.6389646109039497,-1.4140917494433256,-0.00991647405270002
2016-03-01,0.4962763386970866,-1.06853955081716,-0.0005508781072500191
2016-04-01,0.4795876804747153,-1.064838337194358,-0.008275005177902167
2016-05-01,0.5294330839114318,-0.9367511291752753,0.048220100259728005
2016-06-01,0.6397311899414718,-0.6905174143562423,0.1642969127995104
2016-07-01,0.7111257301227377,-1.033956274692212,0.1186433511065709
2016-08-01,0.7110883848740965,-0.6390261740470038,0.21349457769192848
2016-09-01,0.4952579899106386,-0.44459496346747945,0.1488081270509707
2016-10-01,0.5885043287937481,-0.493340172413758,0.1852241680164214
2016-11-01,0.25367511375484775,-0.6932678606775943,-0.035612427064577845
2016-12-01,0.1718916811061911,-0.4021503257162254,-0.00788939032492647
2017-01-01,-0.03329097050689544,-0.44534124786030077,-0.12416222509404488
2017-02-01,0.3177902371326681,-0.609900661235381,0.01750478388425017
2017-03-01,0.14843108817843445,-0.4394235217859381,-0.02895151546280615
2017-04-01,0.10805534933188743,-0.1070245096569078,0.030059254788264534
2017-05-01,0.20300714150531807,-0.3307002094906699,0.025333526421398522
2017-06-01,0.22349642360000826,-0.4778586692923754,0.0005577633867544368
2017-07-01,0.2875547773262306,-0.5762859106569321,0.009974833670297223
2017-08-01,0.195726459519769,-0.4973480131569854,-0.018456430316451528
2017-09-01,0.3044259720733235,-0.29660354943239803,0.085867854007397
2017-10-01,0.6083163687228713,-0.570157727368176,0.17699623339551535
2017-11-01,0.44213555654525516,0.12384733727391653,0.25794271359067056
2017-12-01,0.9333928157865645,-0.016909864638776143,0.47767421966229423
2018-01-01,0.7539191801132622,0.09108499624041864,0.41098814551539326
2018-02-01,0.5493147444040848,-0.18268790217281697,0.2396231042714051
2018-03-01,0.8998536286206761,-0.034034187494300414,0.45625058164468385
2018-04-01,0.8480662922882388,-0.08605022315522982,0.4170271116320334
2018-05-01,0.48347435305466835,0.03141282773630701,0.25707350118980954
2018-06-01,0.644926688389812,0.13438985826812141,0.36513842216764886
2018-07-01,0.5549094454943538,0.26705175431399036,0.3505475100736312
2018-08-01,0.6242525972572001,-0.2749021618487911,0.2561477159581639
2018-09-01,0.7152695547732928,0.10028716122522655,0.39325111810881447
2018-10-01,0.8238137046481103,0.22027953639279088,0.47809687080463553
2018-11-01,1.3373096527600823,-0.33485621395160803,0.6097636306647249
2018-12-01,1.62204000679849,-0.5043931394821758,0.7159903874078826
2019-01-01,1.2371672590757186,-0.2955130758656289,0.5675298702030216
2019-02-01,1.3737428782754273,-0.12243691262529127,0.6795948736510412
2019-03-01,1.2908424490960446,0.33891288566051797,0.7476347771153204
2019-04-01,1.3046778061254818,0.2891319572882884,0.7428169630286959
2019-05-01,1.4439666704853018,0.16321673274834286,0.7844582999505489
2019-06-01,1.3574237379289205,0.03298055549211919,0.7085068889379481
2019-07-01,1.3738486250943858,0.013270490441424119,0.7122492181050096
2019-08-01,1.4673758893111968,-0.06661751021705489,0.7413290959834384
2019-09-01,1.6271214964472938,-0.24512338165481898,0.7808950498256787
2019-10-01,1.4679952165910055,-0.30879520479815725,0.6834725726631149
2019-11-01,1.505440364629869,-0.15872391551961967,0.738848780821452
2019-12-01,1.572974393276019,-0.0947500031188887,0.7890718591315571
2020-01-01,1.8014770703811722,-0.09139667073507143,0.9078106407873703
2020-02-01,1.801341766690298,-0.5114748600712691,0.806829208972194
2020-03-01,0.8547335327613407,-1.4430592730389662,0.09448610070867369
2020-04-01,1.1018549519893324,-2.5545686882334473,-0.04497917596558232
2020-05-01,2.0499272813448135,-3.326818324656022,0.2588228639015181
2020-06-01,1.8176677155138627,-2.9559441564276057,0.22804240432107725
2020-07-01,1.3011674247996865,-2.442436465313213,0.08482512995287828
2020-08-01,1.6432983938704877,-2.430972342408487,0.2641573516238246
2020-09-01,1.1001070125648122,-2.567228633986849,-0.04892249526207104
2020-10-01,0.7552006703760972,-1.8601895535470534,-0.057087570535480914
2020-11-01,0.7626590352063736,-1.6686378135731474,-0.007223461031034717
2020-12-01,0.3189243130550757,-1.1140722165707764,-0.10302249628471374
2021-01-01,0.26051325373212086,-1.4525753874979934,-0.21448478108902477
2021-02-01,0.11852328420836249,-0.7739915990324431,-0.12475760270657121
2021-03-01,0.2533986629145683,-0.6923322716154272,-0.03553035885025019
2021-04-01,0.046971306900125936,-0.20992559089492258,-0.02618602385079344
2021-05-01,-0.06216645701076984,-0.10068158307656144,-0.05627075700526829
2021-06-01,0.27364521798750946,0.1443280667797505,0.1759025321809642
2021-07-01,0.53111397856718,0.6414141089843142,0.42819605282568596
2021-08-01,1.1151149047386435,0.24758367231342904,0.6350002829808497
2021-09-01,1.1379550832884555,0.35371108810713464,0.6722824331253665
2021-10-01,1.2544843714959186,0.6657447342764324,0.8073817656969515
2021-11-01,1.3598105958052191,0.6875355282661608,0.8669766232823016
2021-12-01,1.6226964675279858,0.4926981367132187,0.9558514519585783
2022-01-01,1.282082720589419,0.9696301619777841,0.894625296322597
2022-02-01,1.9526241716527062,1.3469319411210674,1.3313363776833718
2022-03-01,1.5792561002250654,1.9086784890865154,1.273579512702517
2022-04-01,2.069918676387355,1.5324470993040835,1.4364382517593257
2022-05-01,2.095002217564824,1.7725593464588307,1.5070642001413552
2022-06-01,2.5149985474685423,2.010934516909326,1.7810925571262772
2022-07-01,2.7364150627244666,1.607182550904749,1.7983788382812185
2022-08-01,2.9772321111486075,1.1340357872929605,1.8090079028978616
2022-09-01,2.972139339894711,1.0314624798499672,1.7817391948129204
2022-10-01,2.993450443779658,1.1522470429178895,1.8217531238598224
2022-11-01,3.410010521062253,0.5277243104257566,1.886721794474232
2022-12-01,3.6331643876074278,0.264638252188224,1.938695649560091
2023-01-01,3.6503837038431013,0.18318502057236,1.9280159892462054
2023-02-01,3.951416489407339,0.17188586188381916,2.0806686790754902
2023-03-01,3.8137124237430573,-0.1104624025082166,1.9417718168958473
2023-04-01,4.03815315473706,0.09372400176137796,2.1066584946361546
2023-05-01,3.8486028036702713,-0.030828144739938182,1.9789090219313847
2023-06-01,3.6202205843251862,-0.18849899286666408,1.8231621032360044
2023-07-01,3.7220474218323445,0.06973282767901878,1.9377489794047456
2023-08-01,3.8335476320062063,0.09685577666364278,2.0018112079683554
2023-09-01,3.713384444019581,-0.06546641565497459,1.9008002059797633
2023-10-01,3.6193113360586424,-0.07235318399468127,1.8505934897768253
2023-11-01,3.3497954466544018,0.44387580938730453,1.8355018314114009
2023-12-01,3.226375623693771,0.1573412628219413,1.702971622140393
2024-01-01,3.5294398628687724,0.10109803584389454,1.8458762632145922
2024-02-01,3.329667231235682,0.5306895506157138,1.8459678774917823
2024-03-01,3.173920302676288,0.7525044826214075,1.8188694398592697
2024-04-01,3.0515517134899133,0.8509826144661136,1.7793699141251422
2024-05-01,2.9845060062156623,0.8573022450233884,1.7462848495997676
2024-06-01,2.9452019459187775,0.7068821969330599,1.6898654531568282
2024-07-01,3.2002644997910052,0.7256185521527095,1.826007462002514
2024-08-01,3.1254087074938472,0.5070558128580351,1.7348700435413629
2024-09-01,3.0892416596510595,0.25182970983436126,1.654893085944385
2024-10-01,3.125178183765099,0.36399213831653443,1.700384169242282
2024-11-01,3.2780402526449057,-0.036006020975395556,1.6831903410007596
2024-12-01,2.6383320895877227,-0.1328252842561124,1.3297705141175102
2025-01-01,3.2864228324923555,-0.18999615412113327,1.6505250381475103
2025-02-01,3.4258415253581336,-0.14125702022868308,1.734189024693112
2025-03-01,3.017608171962114,-0.09014643341704598,1.5357722508728366
2025-04-01,2.9038265447745117,-0.25895499220702844,1.4364966950568099
2025-05-01,2.7810102315238354,-0.5505239515837156,1.3030685934498378
2025-06-01,2.5209346779275528,-0.21947548941383543,1.2483649656150975
