date,y_spd,manu_ratio,bsi_inv_l,employ_l,durable_l,dubai_l
2010-02-01,1.1099999999999994,0.27786037490132465,4.620058798481842,4.067315889834181,4.048300623720694,4.300409772001559
2010-03-01,0.98,0.3057608416778024,4.629862798578463,4.070734696582967,4.000033882750859,4.358758007734528
2010-04-01,1.1400000000000001,0.30720194175555005,4.639571612705423,4.07753744390572,3.970291913552122,4.422208424306714
2010-05-01,1.25,0.32053984780995215,4.639571612705423,4.0809215418899605,3.9945242269398897,4.332442405318121
2010-06-01,1.1799999999999997,0.33148226811555137,4.663439094112067,4.079230924412053,4.005513348515485,4.307303088477945
2010-07-01,1.0300000000000002,0.3241685713712279,4.658710952916121,4.0809215418899605,4.0163830207523885,4.2916915584923006
2010-08-01,0.9499999999999997,0.31390290860233616,4.653960350157523,4.07753744390572,4.039536325727106,4.311335894051113
2010-09-01,0.8000000000000003,0.29905520755172343,4.66814498514948,4.074141854904581,4.092676505121403,4.328230210068212
2010-10-01,0.8700000000000001,0.29335058990036345,4.658710952916121,4.075841090657541,4.084294226368599,4.387511564904451
2010-11-01,1.0800000000000005,0.3123177633663623,4.634728988229636,4.074141854904581,4.084294226368599,4.424367475163407
2010-12-01,1.21,0.2973632807512452,4.6443908991413725,4.07753744390572,4.0943445622221,4.49121730591206
2011-01-01,0.9800000000000004,0.3572571233973214,4.653960350157523,4.069026754237811,4.146304301152812,4.529368472571809
2011-02-01,0.8199999999999998,0.32592658875005664,4.639571612705423,4.07753744390572,4.096009841541162,4.601764392853259
2011-03-01,0.7699999999999996,0.31387913218928887,4.663439094112067,4.0809215418899605,4.123903364463645,4.682501528924415
2011-04-01,0.7400000000000002,0.2881420871228606,4.624972813284271,4.08260930600368,4.11414718951828,4.752037261797644
2011-05-01,0.6799999999999997,0.27999873862319724,4.6491870714048655,4.085976312551584,4.143134726391533,4.684258592307055
2011-06-01,0.5900000000000003,0.2608199594617133,4.629862798578463,4.087655574071304,4.147885329150131,4.676839472678451
2011-07-01,0.4600000000000004,0.2647121607498839,4.6443908991413725,4.084294226368599,4.131961425793407,4.709079649378603
2011-08-01,0.3900000000000001,0.2589378122333734,4.6443908991413725,4.085976312551584,4.12552017969055,4.6531028397433944
2011-09-01,0.2999999999999998,0.2429856938375874,4.620058798481842,4.074141854904581,4.157319361383489,4.651099117876491
2011-10-01,0.3899999999999997,0.22397028704547495,4.600157644164547,4.085976312551584,4.102643365036796,4.640730361386642
2011-11-01,0.4099999999999997,0.19715562027845213,4.574710978503383,4.084294226368599,4.133565275375382,4.6709579265260945
2011-12-01,0.4500000000000002,0.16380310237263895,4.574710978503383,4.084294226368599,4.117409835153096,4.648133885420207
2012-01-01,0.4299999999999997,0.240133826840629,4.56954300834494,4.0809215418899605,4.189654742026425,4.687671407499835
2012-02-01,0.3799999999999999,0.23816388512105569,4.584967478670572,4.084294226368599,4.120661870539474,4.759435144999521
2012-03-01,0.40000000000000036,0.20389324902384143,4.59511985013459,4.087655574071304,4.123903364463645,4.808927023502111
2012-04-01,0.3999999999999999,0.21532491956359845,4.590056548178043,4.089332020398556,4.123903364463645,4.7664383335842135
2012-05-01,0.3700000000000001,0.23089575933138562,4.600157644164547,4.0943445622221,4.174387269895637,4.678885223810372
2012-06-01,0.33999999999999986,0.2365466283522526,4.584967478670572,4.091005660956586,4.183575695950044,4.547964712217312
2012-07-01,0.29000000000000004,0.24049014615476594,4.574710978503383,4.091005660956586,4.191168746857641,4.604770105966751
2012-08-01,0.2599999999999998,0.17806297814584582,4.548599834499697,4.087655574071304,4.147885329150131,4.690889061390629
2012-09-01,0.23999999999999977,0.23173840768919352,4.537961436294641,4.089332020398556,4.213607983048918,4.70817793606232
2012-10-01,0.1900000000000004,0.22506032312484692,4.532599493153256,4.089332020398556,4.194189897191817,4.68610480348409
2012-11-01,0.1900000000000004,0.18796539872138407,4.516338972281476,4.085976312551584,4.197201947661808,4.673856343776539
2012-12-01,0.2799999999999998,0.16049918478280922,4.48863636973214,4.08260930600368,4.220977213155467,4.667205576907544
2013-01-01,0.2999999999999998,0.16952188201836815,4.505349850705881,4.08260930600368,4.169761201506855,4.683888940699482
2013-02-01,0.33999999999999986,0.1781117584507088,4.553876891600541,4.079230924412053,4.191168746857641,4.7106106984460885
2013-03-01,0.31000000000000005,0.16461244081402082,4.553876891600541,4.084294226368599,4.154184562578117,4.660604892876192
2013-04-01,0.29000000000000004,0.1814873597234099,4.5591262474866845,4.091005660956586,4.182050142641207,4.620058798481842
2013-05-01,0.31000000000000005,0.1919592578989926,4.56954300834494,4.091005660956586,4.192680462942962,4.610356712675391
2013-06-01,0.43999999999999995,0.20459301718181244,4.5591262474866845,4.092676505121403,4.194189897191817,4.609062600703435
2013-07-01,0.56,0.17074276815435052,4.564348191467836,4.092676505121403,4.203198967134183,4.642754946315362
2013-08-01,0.6699999999999999,0.19753865415207628,4.52720864451838,4.092676505121403,4.191168746857641,4.673482826170178
2013-09-01,0.6299999999999999,0.13833278048908415,4.548599834499697,4.096009841541162,4.1713056033582285,4.6827791653150745
2013-10-01,0.6099999999999999,0.15723452721117148,4.553876891600541,4.097672352314776,4.186619838331271,4.671613142536805
2013-11-01,0.6480000000000001,0.13035075856407108,4.5591262474866845,4.097672352314776,4.182050142641207,4.664004971708984
2013-12-01,0.7120000000000002,0.12422694108091292,4.564348191467836,4.096009841541162,4.169761201506855,4.681482868837255
