통계표,계정항목,단위,변환,2000/Q1,2000/Q2,2000/Q3,2000/Q4,2001/Q1,2001/Q2,2001/Q3,2001/Q4,2002/Q1,2002/Q2,2002/Q3,2002/Q4,2003/Q1,2003/Q2,2003/Q3,2003/Q4,2004/Q1,2004/Q2,2004/Q3,2004/Q4,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2,2023/Q3,2023/Q4,2024/Q1,2024/Q2,2024/Q3,2024/Q4,2025/Q1
"2.1.7.2.2. 가계의 형태별 최종소비지출(계절조정, 실질, 분기)","  내구재","십억원","원자료","7,838.8","7,914.4","7,649","7,726.1","7,456.7","8,626.6","8,897.5","8,878.9","9,550.7","9,827.8","10,039.8","9,685.5","9,271.9","9,002.1","8,811.8","8,765","9,143.2","9,029.4","8,827.9","8,923.2","9,153.3","9,616.5","10,030.7","10,499.9","9,850.5","10,575","11,107.6","11,984","11,767.2","11,860.7","12,137.2","12,447.8","12,979.2","13,072.1","12,332.5","11,244.2","11,689.9","13,806.3","13,614.7","14,876.8","14,936.3","14,668.4","15,481","16,249.5","16,531.9","16,957.7","16,661.8","16,390.2","16,643.4","16,870.5","17,292.9","17,521","16,881.3","17,376.3","17,470","17,478.7","18,059.9","18,227.1","18,683.3","18,941.3","19,879.8","20,031.4","20,550.7","21,475.6","20,739","21,707","20,028.2","21,409.9","21,236.2","21,990.6","22,586.5","22,165.2","23,313.5","23,437.5","23,242.9","23,166.1","23,256.7","22,947.9","23,289.4","24,151.8","23,071.9","26,758.8","26,358.7","25,584.1","25,358.5","25,020.7","24,475.6","24,767.5","24,422.5","24,583.1","24,912.8","25,214.3","25,252.3","25,177.8","24,555.3","24,032.4","23,755.6","23,954.2","24,613.3","23,450.1","22,500.9"
